measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Global,Both,All ages,Other infectious diseases,Percent,1985,0.06716707380621385,0.08424340706264467,0.05027369106917945
Deaths,Global,Both,All ages,Other infectious diseases,Rate,1985,64.36020865675727,80.67220815417237,48.17014731458166
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Number,1985,3764745.7854221994,3982651.8929906483,3573468.3673196384
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Percent,1985,0.08024731641703599,0.08499388753960095,0.07638428253050229
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Rate,1985,76.89346890160974,81.34411642492076,72.98670200717508
Deaths,Global,Both,All ages,Substance use disorders,Number,1985,150834.63124500422,169950.12633364138,135325.5970978589
Deaths,Global,Both,All ages,Substance use disorders,Percent,1985,0.00321511764351394,0.0036258635626782794,0.0028851764480807753
Deaths,Global,Both,All ages,Substance use disorders,Rate,1985,3.080738697373375,3.4711652522893934,2.7639727049642
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Number,1985,1143142.785285447,1288585.2996066539,1010916.3651272245
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Percent,1985,0.024365839126288733,0.027507394450944793,0.021590584090011335
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Rate,1985,23.348246925678776,26.318853731385147,20.6475737047199
Deaths,Global,Both,All ages,Cardiovascular diseases,Number,1985,12508894.724301543,13399907.16509203,11475131.939811213
Deaths,Global,Both,All ages,Cardiovascular diseases,Percent,1985,0.26663308124465857,0.28558426744918786,0.24364816663872033
Deaths,Global,Both,All ages,Cardiovascular diseases,Rate,1985,255.48931117767938,273.6878938475016,234.375108240353
Deaths,Global,Both,All ages,Nutritional deficiencies,Number,1982,588858.6198108807,733968.1698382159,471305.95438285917
Deaths,Global,Both,All ages,Nutritional deficiencies,Percent,1982,0.012820589341892175,0.015952448348564473,0.010320833814306646
Deaths,Global,Both,All ages,Nutritional deficiencies,Rate,1982,12.704756240914392,15.835527192213616,10.168531229531473
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Number,1985,41105.07397143829,53386.16559275269,31385.51710513176
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Percent,1985,0.0008761656075100924,0.0011339910569122442,0.000670483772162544
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Rate,1985,0.8395551538592649,1.0903916752302436,0.6410369839125114
Deaths,Global,Both,All ages,Transport injuries,Number,1985,1155944.5749605044,1396817.3666644087,886666.3508027812
Deaths,Global,Both,All ages,Transport injuries,Percent,1985,0.02463861627425173,0.029716880034329804,0.018989570399949716
Deaths,Global,Both,All ages,Transport injuries,Rate,1985,23.609718502345522,28.52945161947843,18.109815471620585
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Number,1982,935740.3938927692,1492754.973952771,608788.1845845169
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Percent,1982,0.020374455435971644,0.03238140710127903,0.013211935094541874
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Rate,1982,20.188807990962143,32.20652196205149,13.1347410520697
Deaths,Global,Both,All ages,Chronic respiratory diseases,Number,1982,1879453.3149922378,2200362.515439024,1480226.0241560966
Deaths,Global,Both,All ages,Chronic respiratory diseases,Percent,1982,0.04092045106577741,0.04762704923836966,0.032322571763863286
Deaths,Global,Both,All ages,Chronic respiratory diseases,Rate,1982,40.54962503703109,47.473312710062956,31.93620707191279
Deaths,Global,Both,All ages,Cardiovascular diseases,Number,1982,12128837.415283924,13042861.510645222,11068930.017573379
Deaths,Global,Both,All ages,Cardiovascular diseases,Percent,1982,0.2640797589257383,0.28443541111222775,0.23986923472596677
Deaths,Global,Both,All ages,Cardiovascular diseases,Rate,1982,261.68237614718737,281.402650147111,238.81463731680518
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Number,1982,36332.5406388159,47378.106068574154,27432.924916784534
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Percent,1982,0.0007911027078745221,0.0010344672167849473,0.0005963814239943428
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Rate,1982,0.783882678965486,1.0221932200818213,0.5918714820800082
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Number,1985,976682.0453708061,1563179.8741228234,617112.0978177798
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Percent,1985,0.020818069382047978,0.033159125676689286,0.013221421574625962
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Rate,1985,19.948351034293918,31.92734115113849,12.604274659420865
Deaths,Global,Both,All ages,Chronic respiratory diseases,Number,1985,2016470.7100865464,2327903.5700804265,1608289.8099087037
Deaths,Global,Both,All ages,Chronic respiratory diseases,Percent,1985,0.04298288293710043,0.04968159316423309,0.034364028091481855
Deaths,Global,Both,All ages,Chronic respiratory diseases,Rate,1985,41.185630232310096,47.54652530990248,32.84869405043291
Deaths,Global,Both,All ages,Transport injuries,Number,1982,1112856.1396837528,1360483.204250889,850637.5947983596
Deaths,Global,Both,All ages,Transport injuries,Percent,1982,0.024229676103763836,0.02967086811036622,0.018590512114935166
Deaths,Global,Both,All ages,Transport injuries,Rate,1982,24.010119764278606,29.352728988525033,18.352696093234922
Deaths,Global,Both,All ages,Nutritional deficiencies,Number,1985,659943.4751563785,820610.7291273675,538630.7846938433
Deaths,Global,Both,All ages,Nutritional deficiencies,Percent,1985,0.014066739835034774,0.01749122674158406,0.011470790582184743
Deaths,Global,Both,All ages,Nutritional deficiencies,Rate,1985,13.479088888352743,16.760655081895816,11.001324353076043
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Number,2000,1050295.3604380474,1601064.4010558585,652296.3562270205
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Percent,2000,0.020698284385420807,0.03142780361538423,0.012873275567328831
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Rate,2000,17.194491417826047,26.211187005396305,10.678809524919627
Deaths,Global,Both,All ages,Chronic respiratory diseases,Number,2000,2885321.3278915575,3233976.5843249313,2366512.483952382
Deaths,Global,Both,All ages,Chronic respiratory diseases,Percent,2000,0.05685683534856077,0.0636345404986343,0.04670145134305833
Deaths,Global,Both,All ages,Chronic respiratory diseases,Rate,2000,47.23588685511314,52.94375726979654,38.742414875113276
Deaths,Global,Both,All ages,Digestive diseases,Number,2000,2052317.2763267232,2264318.1344045266,1849759.7458701641
Deaths,Global,Both,All ages,Digestive diseases,Percent,2000,0.040443155015796935,0.04442641851798203,0.03629196379974893
Deaths,Global,Both,All ages,Digestive diseases,Rate,2000,33.59869339967205,37.0693808577888,30.282603611749206
Deaths,Global,Both,All ages,Unintentional injuries,Number,2000,1791379.8493875246,1985538.6659161954,1590097.878188515
Deaths,Global,Both,All ages,Unintentional injuries,Percent,2000,0.03530058534990596,0.03896023594276483,0.03127782431573322
Deaths,Global,Both,All ages,Unintentional injuries,Rate,2000,29.32686043049242,32.50545402449354,26.031652951997
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Number,2001,1063229.491770566,1584028.1332000382,682208.1486041008
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Percent,2001,0.020919810139231856,0.031082698552584553,0.013446322494828689
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Rate,2001,17.188096637861992,25.607292537752134,11.028531164816984
Deaths,Global,Both,All ages,Chronic respiratory diseases,Number,2001,2961827.1175922467,3302134.7940473068,2441469.5106867244
Deaths,Global,Both,All ages,Chronic respiratory diseases,Percent,2001,0.0582701409376484,0.06508682331528916,0.04794382719328911
Deaths,Global,Both,All ages,Chronic respiratory diseases,Rate,2001,47.88069849063341,53.38208955887327,39.46863232527088
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Number,2000,1399566.148743378,1514255.281748579,1273125.7587626958
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Percent,2000,0.027579945091233845,0.029769574178693806,0.025082076826417558
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Rate,2000,22.912438766949464,24.79002614613523,20.842470373027712
Deaths,Global,Both,All ages,Digestive diseases,Number,2001,2080214.7200181782,2294570.9626186364,1884727.900914056
Deaths,Global,Both,All ages,Digestive diseases,Percent,2001,0.040927170852786944,0.04508550956372145,0.03720693876089097
Deaths,Global,Both,All ages,Digestive diseases,Rate,2001,33.6286116138801,37.09388025180153,30.468384810356717
Deaths,Global,Both,All ages,Unintentional injuries,Number,2001,1816566.1566065147,2007142.6909649337,1617076.5678052432
Deaths,Global,Both,All ages,Unintentional injuries,Percent,2001,0.03573919959631685,0.03937925668798744,0.03184849226716876
Deaths,Global,Both,All ages,Unintentional injuries,Rate,2001,29.366486624469967,32.44733409419779,26.14155131454583
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Number,2001,1344053.3558586203,1439715.9949456076,1219813.2956782475
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Percent,2001,0.026443404832693567,0.02832114879509682,0.024054472199275617
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Rate,2001,21.72787638581211,23.274352191822647,19.71941990750475
Deaths,Global,Both,All ages,Neurological disorders,Number,1982,726339.9318380826,1509400.0299842975,365984.3829852954
Deaths,Global,Both,All ages,Neurological disorders,Percent,1982,0.01581195855617924,0.032618712324937904,0.007879676075465684
Deaths,Global,Both,All ages,Neurological disorders,Rate,1982,15.670946253633662,32.56564276351792,7.896194803606601
Deaths,Global,Both,All ages,Mental disorders,Number,1982,126.84678815713455,240.01367926905365,57.117505306449424
Deaths,Global,Both,All ages,Mental disorders,Percent,1982,2.7615871612555264e-06,5.22434418681272e-06,1.2463437002347244e-06
Deaths,Global,Both,All ages,Mental disorders,Rate,1982,0.0027367477850572543,0.00517834873603049,0.00123232293388289
Deaths,Global,Both,All ages,Neoplasms,Number,1984,5160303.837169765,5468235.28620454,4906610.413797299
Deaths,Global,Both,All ages,Neoplasms,Percent,1984,0.11025843766739993,0.11744438681608552,0.10483094121409384
Deaths,Global,Both,All ages,Neoplasms,Rate,1984,107.34645719102166,113.75215560619674,102.0690372810667
Deaths,Global,Both,All ages,Nutritional deficiencies,Number,1981,593095.2364869396,736316.2094209304,476751.5620344088
Deaths,Global,Both,All ages,Nutritional deficiencies,Percent,1981,0.012939453204308097,0.016078171326137928,0.010422809601482442
Deaths,Global,Both,All ages,Nutritional deficiencies,Rate,1981,13.029776087576453,16.176213781846908,10.473808792506567
Deaths,Global,Both,All ages,Neoplasms,Number,1981,4881463.6394610135,5215894.55272625,4637584.332281686
Deaths,Global,Both,All ages,Neoplasms,Percent,1981,0.1064992556104845,0.11426095460098377,0.10125661563172247
Deaths,Global,Both,All ages,Neoplasms,Rate,1981,107.24142479809602,114.58857521936855,101.88361281538273
Deaths,Global,Both,All ages,Neurological disorders,Number,1985,810734.1800453499,1657797.4307342311,400684.4145821924
Deaths,Global,Both,All ages,Neurological disorders,Percent,1985,0.0172809577193474,0.03526090753163269,0.00850470379793271
Deaths,Global,Both,All ages,Neurological disorders,Rate,1985,16.5589304069831,33.85986795680424,8.183823378284297
Deaths,Global,Both,All ages,Mental disorders,Number,1985,133.2724215176615,250.419796260431,61.606744969818365
Deaths,Global,Both,All ages,Mental disorders,Percent,1985,2.840815222091473e-06,5.374241309340886e-06,1.314287691489892e-06
Deaths,Global,Both,All ages,Mental disorders,Rate,1985,0.0027220373920310488,0.005114726973242215,0.0012582938127746314
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Number,1984,960355.603705859,1530873.9855674054,613271.8492021658
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Percent,1984,0.020519828498274887,0.032484373696281314,0.013096983874146437
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Rate,1984,19.977655377345005,31.845779617250418,12.757496919589455
Deaths,Global,Both,All ages,Chronic respiratory diseases,Number,1984,1972367.464533707,2287639.803783464,1570179.206694236
Deaths,Global,Both,All ages,Chronic respiratory diseases,Percent,1984,0.0421441108657063,0.048926797526681845,0.033622620757284
Deaths,Global,Both,All ages,Chronic respiratory diseases,Rate,1984,41.02988240178032,47.588288599689236,32.66342066518318
Deaths,Global,Both,All ages,Cardiovascular diseases,Number,1984,12417934.211687235,13319692.156572975,11366232.923455033
Deaths,Global,Both,All ages,Cardiovascular diseases,Percent,1984,0.2653332315462877,0.2852658708237961,0.24213104790075549
Deaths,Global,Both,All ages,Cardiovascular diseases,Rate,1984,258.3222394104063,277.08092565870123,236.4443789437869
Deaths,Global,Both,All ages,Musculoskeletal disorders,Number,1984,54136.60009642779,64910.470093351214,44595.5964305536
Deaths,Global,Both,All ages,Musculoskeletal disorders,Percent,1984,0.001156750900089254,0.0013878108601193457,0.0009453852104099158
Deaths,Global,Both,All ages,Musculoskeletal disorders,Rate,1984,1.1261686148903123,1.3502904516852343,0.927693297564836
Deaths,Global,Both,All ages,Other non-communicable diseases,Number,1984,1089449.6181167178,1281206.7697281553,950310.3479530853
Deaths,Global,Both,All ages,Other non-communicable diseases,Percent,1984,0.023278306567750283,0.02740296602449831,0.02013511523784865
Deaths,Global,Both,All ages,Other non-communicable diseases,Rate,1984,22.66311451480014,26.652114293894403,19.768690430577575
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,1984,134282.5201965457,209502.09260737462,86060.50716127575
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,1984,0.0028692314169934457,0.004492627694881105,0.0018382802397961943
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,1984,2.793392261508176,4.358136289091366,1.7902609689921571
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Number,1984,5043590.923951852,5696300.937095985,4465506.273720083
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Percent,1984,0.1077609313528517,0.12199267694788782,0.09553903240765967
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Rate,1984,104.91855407955333,118.49645757032069,92.89303366118074
Deaths,Global,Both,All ages,Enteric infections,Number,1984,4230675.754351546,5042236.107050932,3624507.229387817
